
> lumi-island@0.1.0 test:ux
> node tools/ux_bot.mjs

[00:06] タイトル表示
[00:09] ゲーム開始
[00:11] 目標表示: いまやること / WASDか矢印キーで あるいてみよう
[01:14] 進捗表示: 1 / 5　→ 4m
[01:15] 進捗表示: 1 / 5　→ 3m
[01:20] 進捗表示: 1 / 5　→ 5m
[01:24] 進捗表示: 1 / 5　→ 3m
[01:27] 進捗表示: 1 / 5　→ 4m
[01:32] 進捗表示: 1 / 5　→ 5m
[01:33] 進捗表示: 1 / 5　→ 3m
[01:38] 進捗表示: 1 / 5　→ 4m
[01:42] 停滞: もくざいを あつめよう / 1 / 5　→ 4m / ヒント: → 逆まわりで回りこむ
[01:44] 進捗表示: 1 / 5　→ 3m
[01:45] 進捗表示: 1 / 5　→ 4m
[01:46] 進捗表示: 1 / 5　→ 5m
[01:48] 進捗表示: 1 / 5　→ 3m
[01:51] 進捗表示: 1 / 5　→ 4m
[01:55] 進捗表示: 1 / 5　→ 5m
[01:56] 進捗表示: 1 / 5　→ 3m
[02:01] 進捗表示: 1 / 5　→ 4m
[02:06] 進捗表示: 1 / 5　→ 5m
[02:07] 進捗表示: 1 / 5　→ 3m
[02:10] 停滞: もくざいを あつめよう / 1 / 5　→ 3m / ヒント: → 逆まわりで回りこむ
[02:11] 進捗表示: 1 / 5　→ 8m
[02:12] 進捗表示: 1 / 5　→ 7m
[02:16] 進捗表示: 1 / 5　→ 5m
[02:17] 進捗表示: 1 / 5　→ 3m
[02:22] 進捗表示: 1 / 5　→ 4m
[02:26] 進捗表示: 1 / 5　→ 5m
[02:27] 進捗表示: 1 / 5　→ 3m
[02:32] 進捗表示: 1 / 5　→ 4m
[02:37] 進捗表示: 1 / 5　→ 5m
[02:38] 進捗表示: 1 / 5　→ 3m
[02:43] 停滞: もくざいを あつめよう / 1 / 5　→ 3m / ヒント: → 逆まわりで回りこむ
[02:47] 進捗表示: 1 / 5　→ 4m
[02:48] 進捗表示: 1 / 5　→ 3m
[02:49] 進捗表示: 1 / 5　→ 6m
[02:50] 進捗表示: 1 / 5　→ 3m
[02:51] 進捗表示: 1 / 5　→ 4m
[02:52] 進捗表示: 1 / 5　→ 2m
[02:53] 進捗表示: 1 / 5　→ 4m
[02:53] 進捗表示: 1 / 5
[02:55] 進捗表示: 2 / 5　→ 17m
[02:56] 進捗表示: 2 / 5　→ 16m
[02:59] 進捗表示: 2 / 5　→ 17m
[03:00] 進捗表示: 2 / 5　→ 15m
[03:03] 進捗表示: 2 / 5　→ 16m
[03:04] 進捗表示: 2 / 5　→ 15m
[03:06] 進捗表示: 2 / 5　→ 13m
[03:07] 進捗表示: 2 / 5　→ 10m
[03:07] 進捗表示: 2 / 5　→ 8m
[03:08] 進捗表示: 2 / 5　→ 7m
[03:16] 進捗表示: 2 / 5　→ 8m
[03:17] 進捗表示: 2 / 5　→ 9m
[03:19] 進捗表示: 2 / 5　→ 7m
[03:25] 進捗表示: 2 / 5　→ 8m
[03:26] 進捗表示: 2 / 5　→ 9m
[03:29] 進捗表示: 2 / 5　→ 7m
[03:35] 停滞: もくざいを あつめよう / 2 / 5　→ 7m / ヒント: → 逆まわりで回りこむ
[03:41] 進捗表示: 2 / 5　→ 8m
[03:42] 進捗表示: 2 / 5　→ 9m
[03:44] 進捗表示: 2 / 5　→ 7m
[03:51] 進捗表示: 2 / 5　→ 8m
[03:54] 進捗表示: 2 / 5　→ 9m
[03:56] 進捗表示: 2 / 5　→ 7m
[04:02] 進捗表示: 2 / 5　→ 8m
[04:03] 停滞: もくざいを あつめよう / 2 / 5　→ 8m / ヒント: → 逆まわりで回りこむ
[04:05] 進捗表示: 2 / 5　→ 7m
[04:06] 進捗表示: 2 / 5　→ 9m
[04:07] 進捗表示: 2 / 5　→ 7m
[04:08] 進捗表示: 2 / 5　→ 4m
[04:09] 進捗表示: 2 / 5　→ 3m
[04:14] 進捗表示: 2 / 5　→ 5m
[04:17] 進捗表示: 2 / 5　→ 6m
[04:18] 進捗表示: 2 / 5　→ 3m
[04:21] 進捗表示: 2 / 5　→ 4m
[04:25] 進捗表示: 2 / 5　→ 5m
[04:26] 進捗表示: 2 / 5　→ 3m
[04:31] 進捗表示: 2 / 5　→ 4m
[04:35] 停滞: もくざいを あつめよう / 2 / 5　→ 4m / ヒント: → 逆まわりで回りこむ
[04:37] 進捗表示: 2 / 5　→ 3m
[04:38] 進捗表示: 2 / 5　→ 4m
[04:39] 進捗表示: 2 / 5　→ 5m
[04:41] 進捗表示: 2 / 5　→ 3m
[04:44] 進捗表示: 2 / 5　→ 4m
[04:48] 進捗表示: 2 / 5　→ 5m
[04:49] 進捗表示: 2 / 5　→ 3m
[04:55] 進捗表示: 2 / 5　→ 4m
[04:58] 進捗表示: 2 / 5　→ 5m
[05:02] 進捗表示: 2 / 5　→ 3m
[05:03] 停滞: もくざいを あつめよう / 2 / 5　→ 3m / ヒント: → 逆まわりで回りこむ
[05:05] 進捗表示: 2 / 5　→ 8m
[05:06] 進捗表示: 2 / 5　→ 7m
[05:10] 進捗表示: 2 / 5　→ 6m
[05:11] 進捗表示: 2 / 5　→ 3m
[05:16] 進捗表示: 2 / 5　→ 4m
[05:20] 進捗表示: 2 / 5　→ 5m
[05:21] 進捗表示: 2 / 5　→ 3m
[05:26] 進捗表示: 2 / 5　→ 4m
[05:30] 進捗表示: 2 / 5　→ 5m
[05:31] 進捗表示: 2 / 5　→ 3m
[05:37] 進捗表示: 2 / 5　→ 4m
[05:38] 停滞: もくざいを あつめよう / 2 / 5　→ 4m / ヒント: → 逆まわりで回りこむ
[05:39] 進捗表示: 2 / 5　→ 7m
[05:42] 進捗表示: 2 / 5　→ 5m
[05:43] 進捗表示: 2 / 5　→ 3m
[05:46] 進捗表示: 2 / 5　→ 5m
[05:50] 進捗表示: 2 / 5　→ 3m
[05:53] 進捗表示: 2 / 5　→ 4m
[05:58] 進捗表示: 2 / 5　→ 5m
[05:59] 進捗表示: 2 / 5　→ 3m
[06:04] 進捗表示: 2 / 5　→ 4m
[06:08] 進捗表示: 2 / 5　→ 5m
[06:09] 進捗表示: 2 / 5　→ 3m
[06:10] 停滞: もくざいを あつめよう / 2 / 5　→ 3m / ヒント: → 逆まわりで回りこむ
[06:12] 進捗表示: 2 / 5　→ 8m
[06:13] 進捗表示: 2 / 5　→ 7m
[06:16] 進捗表示: 2 / 5　→ 5m
[06:17] 進捗表示: 2 / 5　→ 3m
[06:22] 進捗表示: 2 / 5　→ 4m
[06:26] 進捗表示: 2 / 5　→ 5m
[06:27] 進捗表示: 2 / 5　→ 3m
[06:32] 進捗表示: 2 / 5　→ 4m
[06:36] 進捗表示: 2 / 5　→ 5m
[06:37] 進捗表示: 2 / 5　→ 3m
[06:42] 進捗表示: 2 / 5　→ 4m
[06:43] 停滞: もくざいを あつめよう / 2 / 5　→ 4m / ヒント: → 逆まわりで回りこむ
[06:45] 進捗表示: 2 / 5　→ 7m
[06:48] 進捗表示: 2 / 5　→ 5m
[06:49] 進捗表示: 2 / 5　→ 3m
[06:52] 進捗表示: 2 / 5　→ 5m
[06:57] 進捗表示: 2 / 5　→ 3m
[07:00] 進捗表示: 2 / 5　→ 4m
[07:04] 進捗表示: 2 / 5　→ 5m
[07:05] 進捗表示: 2 / 5　→ 3m
[07:10] 進捗表示: 2 / 5　→ 4m
[07:14] 進捗表示: 2 / 5　→ 5m
[07:15] 進捗表示: 2 / 5　→ 3m
[07:16] 停滞: もくざいを あつめよう / 2 / 5　→ 3m / ヒント: → 逆まわりで回りこむ
[07:18] 進捗表示: 2 / 5　→ 8m
[07:19] 進捗表示: 2 / 5　→ 7m
[07:22] 進捗表示: 2 / 5　→ 5m
[07:23] 進捗表示: 2 / 5　→ 3m
[07:27] 進捗表示: 2 / 5　→ 4m
[07:28] 進捗表示: 2 / 5　→ 3m
[07:29] 進捗表示: 2 / 5　→ 4m
[07:31] 進捗表示: 2 / 5　→ 6m
[07:32] 進捗表示: 2 / 5　→ 8m
[07:35] 進捗表示: 2 / 5　→ 7m
[07:36] 進捗表示: 2 / 5　→ 8m
[07:37] 進捗表示: 2 / 5　→ 7m
[07:38] 進捗表示: 2 / 5　→ 8m
[07:39] 進捗表示: 2 / 5　→ 10m
[07:40] 進捗表示: 2 / 5　→ 8m
[07:42] 進捗表示: 2 / 5　→ 5m
[07:43] 進捗表示: 2 / 5　→ 2m
[07:44] 進捗表示: 2 / 5　→ 3m
[07:45] 進捗表示: 2 / 5　→ 2m
[07:45] 進捗表示: 2 / 5　→ 4m
[07:46] 進捗表示: 2 / 5　→ 2m
[07:47] 進捗表示: 2 / 5　→ 3m
[07:48] 進捗表示: 2 / 5　→ 2m
[07:48] 進捗表示: 2 / 5　→ 3m
[07:49] 進捗表示: 2 / 5　→ 2m
[07:50] 進捗表示: 2 / 5　→ 3m
[07:51] 進捗表示: 2 / 5　→ 2m
[07:52] 進捗表示: 2 / 5　→ 3m
[07:52] 進捗表示: 2 / 5　→ 2m
[07:53] 進捗表示: 2 / 5　→ 3m
[07:54] 進捗表示: 2 / 5　→ 2m
[07:55] 進捗表示: 2 / 5　→ 3m
[07:56] 進捗表示: 2 / 5　→ 2m
[07:56] 進捗表示: 2 / 5　→ 3m
[07:57] 進捗表示: 2 / 5　→ 2m
[07:58] 進捗表示: 2 / 5　→ 3m
[07:59] 進捗表示: 2 / 5　→ 2m
[07:59] 進捗表示: 2 / 5　→ 3m
[08:00] 進捗表示: 2 / 5　→ 2m
[08:01] 進捗表示: 2 / 5　→ 3m
[08:02] 進捗表示: 2 / 5　→ 2m
[08:03] 進捗表示: 2 / 5　→ 3m
[08:03] 進捗表示: 2 / 5　→ 2m
[08:04] 進捗表示: 2 / 5　→ 3m
[08:05] 進捗表示: 2 / 5　→ 2m
[08:06] 進捗表示: 2 / 5　→ 3m
[08:06] 進捗表示: 2 / 5　→ 2m
[08:07] 進捗表示: 2 / 5　→ 3m
[08:08] 進捗表示: 2 / 5　→ 2m
[08:09] 停滞: もくざいを あつめよう / 2 / 5　→ 2m / ヒント: → 逆まわりで回りこむ
[08:10] 進捗表示: 2 / 5　→ 8m
[08:11] 進捗表示: 2 / 5　→ 7m
[08:12] 進捗表示: 2 / 5　→ 8m
[08:14] 進捗表示: 2 / 5　→ 5m
[08:18] 進捗表示: 2 / 5　→ 7m
[08:19] 進捗表示: 2 / 5　→ 9m
[08:20] 進捗表示: 2 / 5　→ 8m
[08:21] 進捗表示: 2 / 5　→ 5m
[08:22] 進捗表示: 2 / 5　→ 3m
[08:24] 進捗表示: 2 / 5　→ 4m
[08:25] 進捗表示: 2 / 5　→ 6m
[08:26] 進捗表示: 2 / 5　→ 7m
[08:27] 進捗表示: 2 / 5　→ 3m
[08:28] 進捗表示: 2 / 5
[08:29] 進捗表示: 3 / 5　→ 20m
[08:30] 進捗表示: 3 / 5　→ 19m
[08:31] 進捗表示: 3 / 5　→ 16m
[08:34] 進捗表示: 3 / 5　→ 17m
[08:35] 進捗表示: 3 / 5　→ 14m
[08:36] 進捗表示: 3 / 5　→ 11m
[08:36] 進捗表示: 3 / 5　→ 9m
[08:37] 進捗表示: 3 / 5　→ 6m
[08:38] 進捗表示: 3 / 5　→ 4m
[08:39] 進捗表示: 3 / 5
[08:40] 進捗表示: 4 / 5　→ 11m
[08:41] 進捗表示: 4 / 5　→ 9m
[08:42] 進捗表示: 4 / 5　→ 6m
[08:43] 進捗表示: 4 / 5　→ 4m
[08:43] 進捗表示: 4 / 5
[08:45] 目標表示: できた! / ツムギに ほうこくしよう
[08:45] (2) 木材5つを集めきった
[08:45] 進捗表示: → 18m
[08:46] 進捗表示: → 16m
[08:46] 進捗表示: → 14m
[08:47] 進捗表示: → 11m
[08:50] 進捗表示: → 10m
[08:51] 進捗表示: → 9m
[08:52] 進捗表示: → 10m
[08:53] 進捗表示: → 9m
[08:54] 進捗表示: → 8m
[08:55] 進捗表示: → 6m
[08:56] 進捗表示: → 3m
[08:59] 目標表示: いまやること / ミナモの はなしを聞こう
[08:59] (3) ツムギへの報告が終わった
[08:59] 進捗表示: → 48m
[09:00] 進捗表示: → 45m
[09:01] 進捗表示: → 43m
[09:02] 進捗表示: → 40m
[09:02] 進捗表示: → 37m
[09:03] 進捗表示: → 35m
[09:04] 進捗表示: → 32m
[09:05] 進捗表示: → 29m
[09:05] 進捗表示: → 27m
[09:06] 進捗表示: → 24m
[09:07] 進捗表示: → 22m
[09:08] 進捗表示: → 19m
[09:08] 進捗表示: → 17m
[09:09] 進捗表示: → 15m
[09:10] 進捗表示: → 12m
[09:11] 進捗表示: → 11m
[09:17] 進捗表示: → 12m
[09:18] 進捗表示: → 10m
[09:19] 進捗表示: → 9m
[09:21] 進捗表示: → 11m
[09:24] 進捗表示: → 9m
[09:25] 進捗表示: → 8m
[09:26] 進捗表示: → 6m
[09:27] 進捗表示: → 4m
[09:30] 目標表示: いまやること / もくざいを あつめよう
[09:30] (4) つぎの依頼を受注できた
[09:30] 進捗表示: 0 / 2　→ 27m
[09:31] 進捗表示: 0 / 2　→ 26m
[09:37] 進捗表示: 0 / 2　→ 24m
[09:38] 進捗表示: 0 / 2　→ 21m
[09:41] 進捗表示: 0 / 2　→ 19m
[09:42] 進捗表示: 0 / 2　→ 17m
[09:43] 進捗表示: 0 / 2　→ 15m
[09:43] 進捗表示: 0 / 2　→ 12m
[09:44] 進捗表示: 0 / 2　→ 10m
[09:45] 進捗表示: 0 / 2　→ 7m
[09:46] 進捗表示: 0 / 2　→ 5m
[09:46] 進捗表示: 0 / 2　→ 2m
[09:48] 目標表示: いまやること / いしを あつめよう
[09:48] 進捗表示: 0 / 1　→ 9m
[09:49] 進捗表示: 0 / 1　→ 7m
[09:49] 進捗表示: 0 / 1　→ 5m
[09:50] 進捗表示: 0 / 1　→ 3m
[09:51] 進捗表示: 0 / 1
[09:52] 目標表示: いまやること / ざいりょうが そろったよ! Cで カマを作ろう
[09:52] (5) クラフトの素材がそろった
[09:53] クラフト操作: カマ → ok
[09:53] (6) 初クラフトができた
[09:54] 目標表示: いまやること / もくざいを あつめよう
[09:54] 進捗表示: 0 / 2　→ 38m
[09:55] 進捗表示: 0 / 2　→ 36m
[09:55] 進捗表示: 0 / 2　→ 34m
[09:56] 進捗表示: 0 / 2　→ 31m
[09:57] 進捗表示: 0 / 2　→ 29m
[09:58] 進捗表示: 0 / 2　→ 27m
[09:58] 進捗表示: 0 / 2　→ 24m
[09:59] 進捗表示: 0 / 2　→ 22m
[10:00] 進捗表示: 0 / 2　→ 19m
[10:01] 進捗表示: 0 / 2　→ 17m
[10:02] 進捗表示: 0 / 2　→ 14m
[10:02] 進捗表示: 0 / 2　→ 11m
[10:03] 進捗表示: 0 / 2　→ 9m
[10:04] 進捗表示: 0 / 2　→ 6m
[10:05] 進捗表示: 0 / 2　→ 3m
[10:05] 進捗表示: 0 / 2
[10:07] 進捗表示: 1 / 2　→ 19m
[10:08] 進捗表示: 1 / 2　→ 17m
[10:08] 進捗表示: 1 / 2　→ 16m
[10:11] 進捗表示: 1 / 2　→ 15m
[10:12] 進捗表示: 1 / 2　→ 14m
[10:13] 進捗表示: 1 / 2　→ 15m
[10:15] 進捗表示: 1 / 2　→ 16m
[10:16] 進捗表示: 1 / 2　→ 15m
[10:17] 進捗表示: 1 / 2　→ 16m
[10:20] 進捗表示: 1 / 2　→ 13m
[10:21] 進捗表示: 1 / 2　→ 11m
[10:22] 進捗表示: 1 / 2　→ 10m
[10:23] 進捗表示: 1 / 2　→ 7m
[10:23] 進捗表示: 1 / 2　→ 4m
[10:24] 進捗表示: 1 / 2
[10:26] 目標表示: いまやること / クサツルを あつめよう
[10:26] 進捗表示: 0 / 2　→ 9m
[10:26] 進捗表示: 0 / 2　→ 7m
[10:27] 進捗表示: 0 / 2　→ 6m
[10:28] 進捗表示: 0 / 2　→ 4m
[10:29] 進捗表示: 0 / 2　→ 2m
[10:29] 進捗表示: 0 / 2　→ 4m
[10:30] 進捗表示: 0 / 2
[10:32] 目標表示: いまやること / ざいりょうが そろったよ! Cで ツリザオを作ろう
[10:32] クラフト操作: ツリザオ → ok
[10:33] 目標表示: いまやること / 桟橋で サカナをつろう
[10:33] 進捗表示: 0 / 1　→ 53m
[10:34] 進捗表示: 0 / 1　→ 51m
[10:35] 進捗表示: 0 / 1　→ 49m
[10:35] 進捗表示: 0 / 1　→ 46m
[10:36] 進捗表示: 0 / 1　→ 44m
[10:37] 進捗表示: 0 / 1　→ 41m
[10:38] 進捗表示: 0 / 1　→ 39m
[10:39] 進捗表示: 0 / 1　→ 36m
[10:39] 進捗表示: 0 / 1　→ 34m
[10:40] 進捗表示: 0 / 1　→ 31m
[10:41] 進捗表示: 0 / 1　→ 29m
[10:42] 進捗表示: 0 / 1　→ 27m
[10:42] 進捗表示: 0 / 1　→ 25m
[10:43] 進捗表示: 0 / 1　→ 22m
[10:44] 進捗表示: 0 / 1　→ 19m
[10:45] 進捗表示: 0 / 1　→ 17m
[10:45] 進捗表示: 0 / 1　→ 14m
[10:46] 進捗表示: 0 / 1　→ 12m
[10:47] 進捗表示: 0 / 1　→ 11m
[10:48] 進捗表示: 0 / 1　→ 10m
[10:55] 進捗表示: 0 / 1　→ 8m
[10:57] 進捗表示: 0 / 1　→ 7m
[10:58] 進捗表示: 0 / 1　→ 5m
[10:59] 進捗表示: 0 / 1　→ 3m
[11:00] 進捗表示: 0 / 1
[11:04] 目標表示: できた! / ミナモに ほうこくしよう
[11:04] 進捗表示: → 40m
[11:05] 進捗表示: → 38m
[11:06] 進捗表示: → 37m
[11:09] 進捗表示: → 34m
[11:11] 進捗表示: → 31m
[11:12] 進捗表示: → 29m
[11:13] 進捗表示: → 26m
[11:14] 進捗表示: → 23m
[11:15] 進捗表示: → 21m
[11:15] 進捗表示: → 18m
[11:16] 進捗表示: → 16m
[11:17] 進捗表示: → 13m
[11:18] 進捗表示: → 11m
[11:20] 進捗表示: → 9m
[11:21] 進捗表示: → 6m
[11:22] 進捗表示: → 4m
[11:25] 目標表示: いまやること / ノクトの はなしを聞こう
[11:25] 進捗表示: → 41m
[11:25] 進捗表示: → 40m
[11:26] 進捗表示: → 38m
[11:26] 進捗表示: → 36m
[11:27] 進捗表示: → 33m
[11:28] 進捗表示: → 30m
[11:29] 進捗表示: → 28m
[11:29] 進捗表示: → 25m
[11:30] 進捗表示: → 22m
[11:31] 進捗表示: → 20m
[11:32] 進捗表示: → 17m
[11:32] 進捗表示: → 14m
[11:33] 進捗表示: → 12m
[11:34] 進捗表示: → 9m
[11:35] 進捗表示: → 7m
[11:36] 進捗表示: → 4m
[11:36] 進捗表示: → 2m
[11:39] 目標表示: いまやること / 高台で こうせきをほろう
[11:39] 進捗表示: 0 / 3　→ 6m
[11:40] 進捗表示: 0 / 3　→ 5m
[11:41] 進捗表示: 0 / 3　→ 3m
[11:42] 進捗表示: 0 / 3
[11:43] 進捗表示: 1 / 3　→ 5m
[11:44] 進捗表示: 1 / 3　→ 3m
[11:45] 進捗表示: 1 / 3
[11:46] 進捗表示: 2 / 3　→ 9m
[11:47] 進捗表示: 2 / 3　→ 7m
[11:52] 進捗表示: 2 / 3　→ 9m
[11:53] 進捗表示: 2 / 3　→ 7m
[11:54] 進捗表示: 2 / 3　→ 9m
[11:55] 進捗表示: 2 / 3　→ 6m
[11:56] 進捗表示: 2 / 3　→ 5m
[11:56] 進捗表示: 2 / 3　→ 3m
[11:57] 進捗表示: 2 / 3
[11:59] 目標表示: できた! / ノクトに ほうこくしよう
[11:59] 進捗表示: → 3m
[12:01] 目標表示: いまやること / ツムギの はなしを聞こう
[12:01] 進捗表示: → 41m
[12:02] 進捗表示: → 38m
[12:03] 進捗表示: → 36m
[12:04] 進捗表示: → 33m
[12:04] 進捗表示: → 31m
[12:05] 進捗表示: → 28m
[12:06] 進捗表示: → 25m
[12:07] 進捗表示: → 23m
[12:08] 進捗表示: → 21m
[12:08] 進捗表示: → 18m
[12:09] 進捗表示: → 16m
[12:10] 進捗表示: → 13m
[12:11] 進捗表示: → 10m
[12:11] 進捗表示: → 8m
[12:12] 進捗表示: → 5m
[12:13] 進捗表示: → 2m
[12:16] 目標表示: いまやること / もくざいを あつめよう
[12:16] 進捗表示: 0 / 1　→ 19m
[12:17] 進捗表示: 0 / 1　→ 17m
[12:18] 進捗表示: 0 / 1　→ 16m
[12:20] 進捗表示: 0 / 1　→ 18m
[12:21] 進捗表示: 0 / 1　→ 17m
[12:22] 進捗表示: 0 / 1　→ 15m
[12:23] 進捗表示: 0 / 1　→ 13m
[12:24] 進捗表示: 0 / 1　→ 11m
[12:25] 進捗表示: 0 / 1　→ 8m
[12:26] 進捗表示: 0 / 1　→ 6m
[12:26] 進捗表示: 0 / 1　→ 3m
[12:27] 進捗表示: 0 / 1
[12:29] 目標表示: いまやること / ヒカリゴケを あつめよう
[12:29] 進捗表示: 0 / 2　→ 17m
[12:29] 進捗表示: 0 / 2　→ 15m
[12:30] 進捗表示: 0 / 2　→ 12m
[12:31] 進捗表示: 0 / 2　→ 10m
[12:32] 進捗表示: 0 / 2　→ 7m
[12:32] 進捗表示: 0 / 2　→ 4m
[12:33] 進捗表示: 0 / 2　→ 2m
[12:34] 進捗表示: 0 / 2　→ 3m
[12:35] 進捗表示: 0 / 2
[12:36] 進捗表示: 1 / 2　→ 10m
[12:37] 進捗表示: 1 / 2　→ 8m
[12:38] 進捗表示: 1 / 2　→ 5m
[12:39] 進捗表示: 1 / 2　→ 2m
[12:39] 進捗表示: 1 / 2
[12:41] 目標表示: いまやること / ざいりょうが そろったよ! Cで ランタンを作ろう
[12:41] クラフト操作: ランタン → ok
[12:42] 目標表示: いまやること / ランタンを 島に置こう(もちもの→おく)
[12:43] もちもの操作: おく → ランタン
[12:44] (7) 家具を島に置けた(ランタンを おいた)
[12:44] 目標表示: できた! / ツムギに ほうこくしよう
[12:44] (8) 配置後に目標が進んだ(配置を確認)
[12:44] 進捗表示: → 31m
RESULT {"result":"ok","totalSec":764,"errors":0,"flags":{"title":true,"firstTalk":true,"accepted":true,"gathered":true,"reported":true,"second":true,"materials":true,"crafted":true,"placed":true,"placeConfirmed":true}}
UX {"uxVerdict":"FAIL","semanticMismatchCount":0,"refishDuringReportCount":0,"shopOpens":0,"stallCount":2}
  停滞 77-137s (60s) もくざいを あつめよう / 1 / 5　→ 3m
  停滞 250-311s (61s) もくざいを あつめよう / 2 / 5　→ 3m
